analysis,implementation,sequence_distance_metric,functional_distance_metric,n_miRNAs,n_pairwise_comparisons,permutations,random_seed,computed_spearman_r_from_generated_files,computed_permutation_p_from_generated_files,manuscript_reported_spearman_r,manuscript_reported_permutation_p,notes
Mantel-style sequence-function correlation,Spearman correlation of flattened upper-triangular sequence and functional distance matrices with miRNA-label permutations,normalized pairwise mature-sequence mismatch/gap distance,Jaccard distance from binary disease-category profiles,50,1225,5000,42,-0.03927291509957694,0.5916816636672666,0.07,0.02,Manuscript-reported values should be used in the paper if these are the validated final analysis values. Computed values here use the repository sequence-distance implementation from available uploaded sequence files.
